id_election;id_brut_miom;code_departement;libelle_departement;code_canton;libelle_canton;code_commune;libelle_commune;code_circonscription;libelle_circonscription;code_bv;inscrits;abstentions;votants;blancs;nuls;exprimes;ratio_abstentions_inscrits;ratio_votants_inscrits;ratio_blancs_inscrits;ratio_blancs_votants;ratio_nuls_inscrits;ratio_nuls_votants;ratio_exprimes_inscrits;ratio_exprimes_votants
2008_muni_t2;68224_0035;68;Haut Rhin;;;68224;Mulhouse;;;0035;799;397;402;;6;396;49.69;50.31;;;0.75;1.49;49.56;98.51
2008_muni_t2;68224_0036;68;Haut Rhin;;;68224;Mulhouse;;;0036;1260;517;743;;28;715;41.03;58.97;;;2.22;3.77;56.75;96.23
2008_muni_t2;68224_0037;68;Haut Rhin;;;68224;Mulhouse;;;0037;1042;511;531;;6;525;49.04;50.96;;;0.58;1.13;50.38;98.87
2008_muni_t2;68224_0038;68;Haut Rhin;;;68224;Mulhouse;;;0038;927;421;506;;17;489;45.42;54.58;;;1.83;3.36;52.75;96.64
2008_muni_t2;68224_0039;68;Haut Rhin;;;68224;Mulhouse;;;0039;1135;521;614;;14;600;45.9;54.1;;;1.23;2.28;52.86;97.72
2008_muni_t2;68224_0040;68;Haut Rhin;;;68224;Mulhouse;;;0040;961;488;473;;6;467;50.78;49.22;;;0.62;1.27;48.6;98.73
2008_muni_t2;68224_0041;68;Haut Rhin;;;68224;Mulhouse;;;0041;1028;553;475;;10;465;53.79;46.21;;;0.97;2.11;45.23;97.89
2008_muni_t2;68224_0042;68;Haut Rhin;;;68224;Mulhouse;;;0042;1104;533;571;;8;563;48.28;51.72;;;0.72;1.4;51.0;98.6
2008_muni_t2;68224_0043;68;Haut Rhin;;;68224;Mulhouse;;;0043;1128;558;570;;10;560;49.47;50.53;;;0.89;1.75;49.65;98.25
2008_muni_t2;68224_0044;68;Haut Rhin;;;68224;Mulhouse;;;0044;943;451;492;;9;483;47.83;52.17;;;0.95;1.83;51.22;98.17
2008_muni_t2;68224_0045;68;Haut Rhin;;;68224;Mulhouse;;;0045;847;359;488;;9;479;42.38;57.62;;;1.06;1.84;56.55;98.16
2008_muni_t2;68224_0046;68;Haut Rhin;;;68224;Mulhouse;;;0046;588;247;341;;10;331;42.01;57.99;;;1.7;2.93;56.29;97.07
2008_muni_t2;68224_0047;68;Haut Rhin;;;68224;Mulhouse;;;0047;979;356;623;;11;612;36.36;63.64;;;1.12;1.77;62.51;98.23
2008_muni_t2;68224_0048;68;Haut Rhin;;;68224;Mulhouse;;;0048;1083;457;626;;14;612;42.2;57.8;;;1.29;2.24;56.51;97.76
2008_muni_t2;68224_0049;68;Haut Rhin;;;68224;Mulhouse;;;0049;1160;490;670;;35;635;42.24;57.76;;;3.02;5.22;54.74;94.78
2008_muni_t2;68224_0050;68;Haut Rhin;;;68224;Mulhouse;;;0050;741;341;400;;10;390;46.02;53.98;;;1.35;2.5;52.63;97.5
2008_muni_t2;68224_0051;68;Haut Rhin;;;68224;Mulhouse;;;0051;938;377;561;;14;547;40.19;59.81;;;1.49;2.5;58.32;97.5
2008_muni_t2;68224_0052;68;Haut Rhin;;;68224;Mulhouse;;;0052;1145;485;660;;20;640;42.36;57.64;;;1.75;3.03;55.9;96.97
2008_muni_t2;68224_0053;68;Haut Rhin;;;68224;Mulhouse;;;0053;973;407;566;;14;552;41.83;58.17;;;1.44;2.47;56.73;97.53
2008_muni_t2;68224_0054;68;Haut Rhin;;;68224;Mulhouse;;;0054;863;372;491;;20;471;43.11;56.89;;;2.32;4.07;54.58;95.93
2008_muni_t2;68224_0055;68;Haut Rhin;;;68224;Mulhouse;;;0055;952;350;602;;5;597;36.76;63.24;;;0.53;0.83;62.71;99.17
2008_muni_t2;68224_0056;68;Haut Rhin;;;68224;Mulhouse;;;0056;910;481;429;;8;421;52.86;47.14;;;0.88;1.86;46.26;98.14
2008_muni_t2;68224_0057;68;Haut Rhin;;;68224;Mulhouse;;;0057;926;461;465;;9;456;49.78;50.22;;;0.97;1.94;49.24;98.06
2008_muni_t2;68224_0058;68;Haut Rhin;;;68224;Mulhouse;;;0058;976;595;381;;7;374;60.96;39.04;;;0.72;1.84;38.32;98.16
2008_muni_t2;68224_0059;68;Haut Rhin;;;68224;Mulhouse;;;0059;1090;556;534;;14;520;51.01;48.99;;;1.28;2.62;47.71;97.38
2008_muni_t2;68224_0060;68;Haut Rhin;;;68224;Mulhouse;;;0060;626;286;340;;9;331;45.69;54.31;;;1.44;2.65;52.88;97.35
2008_muni_t2;68224_0061;68;Haut Rhin;;;68224;Mulhouse;;;0061;562;286;276;;4;272;50.89;49.11;;;0.71;1.45;48.4;98.55
2008_muni_t2;68224_0062;68;Haut Rhin;;;68224;Mulhouse;;;0062;758;402;356;;5;351;53.03;46.97;;;0.66;1.4;46.31;98.6
2008_muni_t2;68224_0063;68;Haut Rhin;;;68224;Mulhouse;;;0063;578;271;307;;5;302;46.89;53.11;;;0.87;1.63;52.25;98.37
2008_muni_t2;68226_0001;68;Haut Rhin;;;68226;Munster;;;0001;1719;489;1230;;45;1185;28.45;71.55;;;2.62;3.66;68.94;96.34
2008_muni_t2;68226_0002;68;Haut Rhin;;;68226;Munster;;;0002;1655;526;1129;;35;1094;31.78;68.22;;;2.11;3.1;66.1;96.9
2008_muni_t2;68297_0001;68;Haut Rhin;;;68297;Saint-Louis;;;0001;1211;673;538;;15;523;55.57;44.43;;;1.24;2.79;43.19;97.21
2008_muni_t2;68297_0002;68;Haut Rhin;;;68297;Saint-Louis;;;0002;849;466;383;;19;364;54.89;45.11;;;2.24;4.96;42.87;95.04
2008_muni_t2;68297_0003;68;Haut Rhin;;;68297;Saint-Louis;;;0003;1303;658;645;;24;621;50.5;49.5;;;1.84;3.72;47.66;96.28
2008_muni_t2;68297_0004;68;Haut Rhin;;;68297;Saint-Louis;;;0004;1213;573;640;;21;619;47.24;52.76;;;1.73;3.28;51.03;96.72
2008_muni_t2;68297_0005;68;Haut Rhin;;;68297;Saint-Louis;;;0005;890;394;496;;4;492;44.27;55.73;;;0.45;0.81;55.28;99.19
2008_muni_t2;68297_0006;68;Haut Rhin;;;68297;Saint-Louis;;;0006;970;462;508;;15;493;47.63;52.37;;;1.55;2.95;50.82;97.05
2008_muni_t2;68297_0007;68;Haut Rhin;;;68297;Saint-Louis;;;0007;1072;448;624;;10;614;41.79;58.21;;;0.93;1.6;57.28;98.4
2008_muni_t2;68297_0008;68;Haut Rhin;;;68297;Saint-Louis;;;0008;1235;560;675;;26;649;45.34;54.66;;;2.11;3.85;52.55;96.15
2008_muni_t2;68297_0009;68;Haut Rhin;;;68297;Saint-Louis;;;0009;1381;642;739;;21;718;46.49;53.51;;;1.52;2.84;51.99;97.16
2008_muni_t2;68297_0010;68;Haut Rhin;;;68297;Saint-Louis;;;0010;965;380;585;;13;572;39.38;60.62;;;1.35;2.22;59.27;97.78
2008_muni_t2;68338_0001;68;Haut Rhin;;;68338;Turckheim;;;0001;1022;340;682;;23;659;33.27;66.73;;;2.25;3.37;64.48;96.63
2008_muni_t2;68338_0002;68;Haut Rhin;;;68338;Turckheim;;;0002;1016;303;713;;15;698;29.82;70.18;;;1.48;2.1;68.7;97.9
2008_muni_t2;68338_0003;68;Haut Rhin;;;68338;Turckheim;;;0003;967;307;660;;27;633;31.75;68.25;;;2.79;4.09;65.46;95.91
2008_muni_t2;68376_0001;68;Haut Rhin;;;68376;Wittenheim;;;0001;1331;526;805;;22;783;39.52;60.48;;;1.65;2.73;58.83;97.27
2008_muni_t2;68376_0002;68;Haut Rhin;;;68376;Wittenheim;;;0002;818;311;507;;10;497;38.02;61.98;;;1.22;1.97;60.76;98.03
2008_muni_t2;68376_0003;68;Haut Rhin;;;68376;Wittenheim;;;0003;780;383;397;;11;386;49.1;50.9;;;1.41;2.77;49.49;97.23
2008_muni_t2;68376_0004;68;Haut Rhin;;;68376;Wittenheim;;;0004;930;363;567;;23;544;39.03;60.97;;;2.47;4.06;58.49;95.94
2008_muni_t2;68376_0005;68;Haut Rhin;;;68376;Wittenheim;;;0005;1127;527;600;;11;589;46.76;53.24;;;0.98;1.83;52.26;98.17
2008_muni_t2;68376_0006;68;Haut Rhin;;;68376;Wittenheim;;;0006;1080;540;540;;6;534;50.0;50.0;;;0.56;1.11;49.44;98.89
2008_muni_t2;68376_0007;68;Haut Rhin;;;68376;Wittenheim;;;0007;951;471;480;;12;468;49.53;50.47;;;1.26;2.5;49.21;97.5
2008_muni_t2;68376_0008;68;Haut Rhin;;;68376;Wittenheim;;;0008;870;310;560;;12;548;35.63;64.37;;;1.38;2.14;62.99;97.86
2008_muni_t2;68376_0009;68;Haut Rhin;;;68376;Wittenheim;;;0009;782;256;526;;10;516;32.74;67.26;;;1.28;1.9;65.98;98.1
2008_muni_t2;68376_0010;68;Haut Rhin;;;68376;Wittenheim;;;0010;1055;491;564;;10;554;46.54;53.46;;;0.95;1.77;52.51;98.23
2008_muni_t2;68376_0011;68;Haut Rhin;;;68376;Wittenheim;;;0011;746;322;424;;20;404;43.16;56.84;;;2.68;4.72;54.16;95.28
2008_muni_t2;69006_0001;69;Rhone;;;69006;Amplepuis;;;0001;899;284;615;;10;605;31.59;68.41;;;1.11;1.63;67.3;98.37
2008_muni_t2;69006_0002;69;Rhone;;;69006;Amplepuis;;;0002;1042;290;752;;17;735;27.83;72.17;;;1.63;2.26;70.54;97.74
2008_muni_t2;69006_0003;69;Rhone;;;69006;Amplepuis;;;0003;825;220;605;;9;596;26.67;73.33;;;1.09;1.49;72.24;98.51
2008_muni_t2;69006_0004;69;Rhone;;;69006;Amplepuis;;;0004;774;178;596;;7;589;23.0;77.0;;;0.9;1.17;76.1;98.83
2008_muni_t2;69010_0001;69;Rhone;;;69010;L'Arbresle;;;0001;1022;327;695;;11;684;32.0;68.0;;;1.08;1.58;66.93;98.42
2008_muni_t2;69010_0002;69;Rhone;;;69010;L'Arbresle;;;0002;878;386;492;;8;484;43.96;56.04;;;0.91;1.63;55.13;98.37
2008_muni_t2;69010_0003;69;Rhone;;;69010;L'Arbresle;;;0003;917;415;502;;14;488;45.26;54.74;;;1.53;2.79;53.22;97.21
2008_muni_t2;69010_0004;69;Rhone;;;69010;L'Arbresle;;;0004;987;401;586;;14;572;40.63;59.37;;;1.42;2.39;57.95;97.61
2008_muni_t2;69028_0001;69;Rhone;;;69028;Brindas;;;0001;990;373;617;;10;607;37.68;62.32;;;1.01;1.62;61.31;98.38
2008_muni_t2;69028_0002;69;Rhone;;;69028;Brindas;;;0002;855;299;556;;14;542;34.97;65.03;;;1.64;2.52;63.39;97.48
2008_muni_t2;69028_0003;69;Rhone;;;69028;Brindas;;;0003;838;298;540;;8;532;35.56;64.44;;;0.95;1.48;63.48;98.52
2008_muni_t2;69028_0004;69;Rhone;;;69028;Brindas;;;0004;987;356;631;;16;615;36.07;63.93;;;1.62;2.54;62.31;97.46
2008_muni_t2;69040_0001;69;Rhone;;;69040;Champagne-Au-Mont-D'Or;;;0001;876;311;565;;19;546;35.5;64.5;;;2.17;3.36;62.33;96.64
2008_muni_t2;69040_0002;69;Rhone;;;69040;Champagne-Au-Mont-D'Or;;;0002;835;319;516;;11;505;38.2;61.8;;;1.32;2.13;60.48;97.87
2008_muni_t2;69040_0003;69;Rhone;;;69040;Champagne-Au-Mont-D'Or;;;0003;981;408;573;;14;559;41.59;58.41;;;1.43;2.44;56.98;97.56
2008_muni_t2;69040_0004;69;Rhone;;;69040;Champagne-Au-Mont-D'Or;;;0004;918;365;553;;17;536;39.76;60.24;;;1.85;3.07;58.39;96.93
2008_muni_t2;69069_0001;69;Rhone;;;69069;Craponne;;;0001;1017;393;624;;17;607;38.64;61.36;;;1.67;2.72;59.69;97.28
2008_muni_t2;69069_0002;69;Rhone;;;69069;Craponne;;;0002;919;360;559;;25;534;39.17;60.83;;;2.72;4.47;58.11;95.53
2008_muni_t2;69069_0003;69;Rhone;;;69069;Craponne;;;0003;877;392;485;;20;465;44.7;55.3;;;2.28;4.12;53.02;95.88
2008_muni_t2;69069_0004;69;Rhone;;;69069;Craponne;;;0004;927;386;541;;23;518;41.64;58.36;;;2.48;4.25;55.88;95.75
2008_muni_t2;69069_0005;69;Rhone;;;69069;Craponne;;;0005;918;373;545;;18;527;40.63;59.37;;;1.96;3.3;57.41;96.7
2008_muni_t2;69069_0006;69;Rhone;;;69069;Craponne;;;0006;1008;456;552;;17;535;45.24;54.76;;;1.69;3.08;53.08;96.92
2008_muni_t2;69069_0007;69;Rhone;;;69069;Craponne;;;0007;1014;470;544;;28;516;46.35;53.65;;;2.76;5.15;50.89;94.85
2008_muni_t2;69081_0001;69;Rhone;;;69081;Ecully;;;0001;899;344;555;;12;543;38.26;61.74;;;1.33;2.16;60.4;97.84
2008_muni_t2;69081_0002;69;Rhone;;;69081;Ecully;;;0002;1014;392;622;;13;609;38.66;61.34;;;1.28;2.09;60.06;97.91
2008_muni_t2;69081_0003;69;Rhone;;;69081;Ecully;;;0003;975;321;654;;8;646;32.92;67.08;;;0.82;1.22;66.26;98.78
2008_muni_t2;69081_0004;69;Rhone;;;69081;Ecully;;;0004;1294;478;816;;14;802;36.94;63.06;;;1.08;1.72;61.98;98.28
2008_muni_t2;69081_0005;69;Rhone;;;69081;Ecully;;;0005;983;400;583;;13;570;40.69;59.31;;;1.32;2.23;57.99;97.77
2008_muni_t2;69081_0006;69;Rhone;;;69081;Ecully;;;0006;1319;479;840;;9;831;36.32;63.68;;;0.68;1.07;63.0;98.93
2008_muni_t2;69081_0007;69;Rhone;;;69081;Ecully;;;0007;967;384;583;;9;574;39.71;60.29;;;0.93;1.54;59.36;98.46
2008_muni_t2;69081_0008;69;Rhone;;;69081;Ecully;;;0008;867;374;493;;12;481;43.14;56.86;;;1.38;2.43;55.48;97.57
2008_muni_t2;69081_0009;69;Rhone;;;69081;Ecully;;;0009;1228;599;629;;16;613;48.78;51.22;;;1.3;2.54;49.92;97.46
2008_muni_t2;69081_0010;69;Rhone;;;69081;Ecully;;;0010;1212;485;727;;10;717;40.02;59.98;;;0.83;1.38;59.16;98.62
2008_muni_t2;69081_0011;69;Rhone;;;69081;Ecully;;;0011;924;489;435;;20;415;52.92;47.08;;;2.16;4.6;44.91;95.4
2008_muni_t2;69096_0001;69;Rhone;;;69096;Grigny;;;0001;750;252;498;;16;482;33.6;66.4;;;2.13;3.21;64.27;96.79
2008_muni_t2;69096_0002;69;Rhone;;;69096;Grigny;;;0002;741;267;474;;11;463;36.03;63.97;;;1.48;2.32;62.48;97.68
2008_muni_t2;69096_0003;69;Rhone;;;69096;Grigny;;;0003;965;407;558;;19;539;42.18;57.82;;;1.97;3.41;55.85;96.59
2008_muni_t2;69096_0004;69;Rhone;;;69096;Grigny;;;0004;1006;402;604;;38;566;39.96;60.04;;;3.78;6.29;56.26;93.71
2008_muni_t2;69096_0005;69;Rhone;;;69096;Grigny;;;0005;1044;367;677;;30;647;35.15;64.85;;;2.87;4.43;61.97;95.57
2008_muni_t2;69096_0006;69;Rhone;;;69096;Grigny;;;0006;927;330;597;;21;576;35.6;64.4;;;2.27;3.52;62.14;96.48
2008_muni_t2;69123_0201;69;Rhone;;;69123;Lyon;;;0201;741;326;415;;7;408;43.99;56.01;;;0.94;1.69;55.06;98.31
2008_muni_t2;69123_0202;69;Rhone;;;69123;Lyon;;;0202;1002;406;596;;4;592;40.52;59.48;;;0.4;0.67;59.08;99.33
2008_muni_t2;69123_0203;69;Rhone;;;69123;Lyon;;;0203;1063;456;607;;3;604;42.9;57.1;;;0.28;0.49;56.82;99.51
2008_muni_t2;69123_0204;69;Rhone;;;69123;Lyon;;;0204;1087;481;606;;8;598;44.25;55.75;;;0.74;1.32;55.01;98.68
2008_muni_t2;69123_0205;69;Rhone;;;69123;Lyon;;;0205;903;410;493;;4;489;45.4;54.6;;;0.44;0.81;54.15;99.19
2008_muni_t2;69123_0206;69;Rhone;;;69123;Lyon;;;0206;773;352;421;;5;416;45.54;54.46;;;0.65;1.19;53.82;98.81
2008_muni_t2;69123_0207;69;Rhone;;;69123;Lyon;;;0207;1014;433;581;;9;572;42.7;57.3;;;0.89;1.55;56.41;98.45
2008_muni_t2;69123_0208;69;Rhone;;;69123;Lyon;;;0208;1049;460;589;;13;576;43.85;56.15;;;1.24;2.21;54.91;97.79
2008_muni_t2;69123_0209;69;Rhone;;;69123;Lyon;;;0209;931;406;525;;9;516;43.61;56.39;;;0.97;1.71;55.42;98.29
2008_muni_t2;69123_0210;69;Rhone;;;69123;Lyon;;;0210;665;284;381;;11;370;42.71;57.29;;;1.65;2.89;55.64;97.11
2008_muni_t2;69123_0211;69;Rhone;;;69123;Lyon;;;0211;1085;553;532;;17;515;50.97;49.03;;;1.57;3.2;47.47;96.8
2008_muni_t2;69123_0212;69;Rhone;;;69123;Lyon;;;0212;1016;503;513;;5;508;49.51;50.49;;;0.49;0.97;50.0;99.03
2008_muni_t2;69123_0213;69;Rhone;;;69123;Lyon;;;0213;1156;456;700;;17;683;39.45;60.55;;;1.47;2.43;59.08;97.57
2008_muni_t2;69123_0214;69;Rhone;;;69123;Lyon;;;0214;873;422;451;;9;442;48.34;51.66;;;1.03;2.0;50.63;98.0
2008_muni_t2;69123_0215;69;Rhone;;;69123;Lyon;;;0215;1208;582;626;;10;616;48.18;51.82;;;0.83;1.6;50.99;98.4
2008_muni_t2;69123_0216;69;Rhone;;;69123;Lyon;;;0216;1147;561;586;;10;576;48.91;51.09;;;0.87;1.71;50.22;98.29
2008_muni_t2;69123_0217;69;Rhone;;;69123;Lyon;;;0217;1177;597;580;;10;570;50.72;49.28;;;0.85;1.72;48.43;98.28
2008_muni_t2;69123_0218;69;Rhone;;;69123;Lyon;;;0218;930;456;474;;10;464;49.03;50.97;;;1.08;2.11;49.89;97.89
2008_muni_t2;69123_0401;69;Rhone;;;69123;Lyon;;;0401;1355;619;736;;23;713;45.68;54.32;;;1.7;3.12;52.62;96.88
2008_muni_t2;69123_0402;69;Rhone;;;69123;Lyon;;;0402;974;424;550;;13;537;43.53;56.47;;;1.33;2.36;55.13;97.64
2008_muni_t2;69123_0403;69;Rhone;;;69123;Lyon;;;0403;1051;428;623;;14;609;40.72;59.28;;;1.33;2.25;57.94;97.75
2008_muni_t2;69123_0404;69;Rhone;;;69123;Lyon;;;0404;1057;439;618;;11;607;41.53;58.47;;;1.04;1.78;57.43;98.22
2008_muni_t2;69123_0405;69;Rhone;;;69123;Lyon;;;0405;1121;431;690;;20;670;38.45;61.55;;;1.78;2.9;59.77;97.1
2008_muni_t2;69123_0406;69;Rhone;;;69123;Lyon;;;0406;774;355;419;;10;409;45.87;54.13;;;1.29;2.39;52.84;97.61
2008_muni_t2;69123_0407;69;Rhone;;;69123;Lyon;;;0407;1184;629;555;;14;541;53.12;46.88;;;1.18;2.52;45.69;97.48
2008_muni_t2;69123_0408;69;Rhone;;;69123;Lyon;;;0408;1317;644;673;;22;651;48.9;51.1;;;1.67;3.27;49.43;96.73
2008_muni_t2;69123_0409;69;Rhone;;;69123;Lyon;;;0409;953;429;524;;17;507;45.02;54.98;;;1.78;3.24;53.2;96.76
2008_muni_t2;69123_0410;69;Rhone;;;69123;Lyon;;;0410;987;453;534;;17;517;45.9;54.1;;;1.72;3.18;52.38;96.82
2008_muni_t2;69123_0411;69;Rhone;;;69123;Lyon;;;0411;944;428;516;;17;499;45.34;54.66;;;1.8;3.29;52.86;96.71
2008_muni_t2;69123_0412;69;Rhone;;;69123;Lyon;;;0412;1047;513;534;;8;526;49.0;51.0;;;0.76;1.5;50.24;98.5
2008_muni_t2;69123_0413;69;Rhone;;;69123;Lyon;;;0413;1135;468;667;;20;647;41.23;58.77;;;1.76;3.0;57.0;97.0
2008_muni_t2;69123_0414;69;Rhone;;;69123;Lyon;;;0414;1393;607;786;;23;763;43.58;56.42;;;1.65;2.93;54.77;97.07
2008_muni_t2;69123_0415;69;Rhone;;;69123;Lyon;;;0415;1421;762;659;;16;643;53.62;46.38;;;1.13;2.43;45.25;97.57
2008_muni_t2;69123_0416;69;Rhone;;;69123;Lyon;;;0416;869;342;527;;10;517;39.36;60.64;;;1.15;1.9;59.49;98.1
2008_muni_t2;69123_0417;69;Rhone;;;69123;Lyon;;;0417;888;369;519;;12;507;41.55;58.45;;;1.35;2.31;57.09;97.69
2008_muni_t2;69123_0418;69;Rhone;;;69123;Lyon;;;0418;867;402;465;;16;449;46.37;53.63;;;1.85;3.44;51.79;96.56
2008_muni_t2;69123_0419;69;Rhone;;;69123;Lyon;;;0419;1078;499;579;;10;569;46.29;53.71;;;0.93;1.73;52.78;98.27
2008_muni_t2;69123_0420;69;Rhone;;;69123;Lyon;;;0420;925;403;522;;13;509;43.57;56.43;;;1.41;2.49;55.03;97.51
2008_muni_t2;69123_0421;69;Rhone;;;69123;Lyon;;;0421;962;407;555;;15;540;42.31;57.69;;;1.56;2.7;56.13;97.3
2008_muni_t2;69123_0422;69;Rhone;;;69123;Lyon;;;0422;1136;550;586;;21;565;48.42;51.58;;;1.85;3.58;49.74;96.42
2008_muni_t2;69123_0423;69;Rhone;;;69123;Lyon;;;0423;960;376;584;;17;567;39.17;60.83;;;1.77;2.91;59.06;97.09
2008_muni_t2;69123_0601;69;Rhone;;;69123;Lyon;;;0601;815;412;403;;12;391;50.55;49.45;;;1.47;2.98;47.98;97.02
2008_muni_t2;69123_0602;69;Rhone;;;69123;Lyon;;;0602;877;383;494;;15;479;43.67;56.33;;;1.71;3.04;54.62;96.96
2008_muni_t2;69123_0603;69;Rhone;;;69123;Lyon;;;0603;1037;491;546;;16;530;47.35;52.65;;;1.54;2.93;51.11;97.07
2008_muni_t2;69123_0604;69;Rhone;;;69123;Lyon;;;0604;893;440;453;;13;440;49.27;50.73;;;1.46;2.87;49.27;97.13
2008_muni_t2;69123_0605;69;Rhone;;;69123;Lyon;;;0605;1028;490;538;;11;527;47.67;52.33;;;1.07;2.04;51.26;97.96
2008_muni_t2;69123_0606;69;Rhone;;;69123;Lyon;;;0606;879;418;461;;4;457;47.55;52.45;;;0.46;0.87;51.99;99.13
2008_muni_t2;69123_0607;69;Rhone;;;69123;Lyon;;;0607;696;324;372;;9;363;46.55;53.45;;;1.29;2.42;52.16;97.58
2008_muni_t2;69123_0608;69;Rhone;;;69123;Lyon;;;0608;646;282;364;;4;360;43.65;56.35;;;0.62;1.1;55.73;98.9
2008_muni_t2;69123_0609;69;Rhone;;;69123;Lyon;;;0609;893;360;533;;13;520;40.31;59.69;;;1.46;2.44;58.23;97.56
2008_muni_t2;69123_0610;69;Rhone;;;69123;Lyon;;;0610;1150;532;618;;8;610;46.26;53.74;;;0.7;1.29;53.04;98.71
2008_muni_t2;69123_0611;69;Rhone;;;69123;Lyon;;;0611;995;460;535;;17;518;46.23;53.77;;;1.71;3.18;52.06;96.82
2008_muni_t2;69123_0612;69;Rhone;;;69123;Lyon;;;0612;1083;572;511;;16;495;52.82;47.18;;;1.48;3.13;45.71;96.87
2008_muni_t2;69123_0613;69;Rhone;;;69123;Lyon;;;0613;976;374;602;;9;593;38.32;61.68;;;0.92;1.5;60.76;98.5
2008_muni_t2;69123_0614;69;Rhone;;;69123;Lyon;;;0614;959;393;566;;5;561;40.98;59.02;;;0.52;0.88;58.5;99.12
2008_muni_t2;69123_0615;69;Rhone;;;69123;Lyon;;;0615;1039;387;652;;7;645;37.25;62.75;;;0.67;1.07;62.08;98.93
2008_muni_t2;69123_0616;69;Rhone;;;69123;Lyon;;;0616;853;349;504;;2;502;40.91;59.09;;;0.23;0.4;58.85;99.6
2008_muni_t2;69123_0617;69;Rhone;;;69123;Lyon;;;0617;1021;412;609;;13;596;40.35;59.65;;;1.27;2.13;58.37;97.87
2008_muni_t2;69123_0618;69;Rhone;;;69123;Lyon;;;0618;816;360;456;;8;448;44.12;55.88;;;0.98;1.75;54.9;98.25
2008_muni_t2;69123_0619;69;Rhone;;;69123;Lyon;;;0619;1010;439;571;;13;558;43.47;56.53;;;1.29;2.28;55.25;97.72
2008_muni_t2;69123_0620;69;Rhone;;;69123;Lyon;;;0620;946;376;570;;5;565;39.75;60.25;;;0.53;0.88;59.73;99.12
2008_muni_t2;69123_0621;69;Rhone;;;69123;Lyon;;;0621;975;414;561;;12;549;42.46;57.54;;;1.23;2.14;56.31;97.86
2008_muni_t2;69123_0622;69;Rhone;;;69123;Lyon;;;0622;1077;500;577;;12;565;46.43;53.57;;;1.11;2.08;52.46;97.92
2008_muni_t2;69123_0623;69;Rhone;;;69123;Lyon;;;0623;950;427;523;;14;509;44.95;55.05;;;1.47;2.68;53.58;97.32
2008_muni_t2;69123_0624;69;Rhone;;;69123;Lyon;;;0624;1137;516;621;;7;614;45.38;54.62;;;0.62;1.13;54.0;98.87
2008_muni_t2;69123_0625;69;Rhone;;;69123;Lyon;;;0625;876;402;474;;8;466;45.89;54.11;;;0.91;1.69;53.2;98.31
2008_muni_t2;69123_0626;69;Rhone;;;69123;Lyon;;;0626;937;436;501;;9;492;46.53;53.47;;;0.96;1.8;52.51;98.2
2008_muni_t2;69123_0627;69;Rhone;;;69123;Lyon;;;0627;1209;551;658;;11;647;45.57;54.43;;;0.91;1.67;53.52;98.33
2008_muni_t2;69123_0628;69;Rhone;;;69123;Lyon;;;0628;941;402;539;;5;534;42.72;57.28;;;0.53;0.93;56.75;99.07
2008_muni_t2;69123_0629;69;Rhone;;;69123;Lyon;;;0629;991;452;539;;7;532;45.61;54.39;;;0.71;1.3;53.68;98.7
2008_muni_t2;69123_0630;69;Rhone;;;69123;Lyon;;;0630;1120;478;642;;10;632;42.68;57.32;;;0.89;1.56;56.43;98.44
2008_muni_t2;69123_0631;69;Rhone;;;69123;Lyon;;;0631;1110;513;597;;9;588;46.22;53.78;;;0.81;1.51;52.97;98.49
2008_muni_t2;69123_0632;69;Rhone;;;69123;Lyon;;;0632;973;435;538;;7;531;44.71;55.29;;;0.72;1.3;54.57;98.7
2008_muni_t2;69123_0633;69;Rhone;;;69123;Lyon;;;0633;939;482;457;;5;452;51.33;48.67;;;0.53;1.09;48.14;98.91
2008_muni_t2;69123_0634;69;Rhone;;;69123;Lyon;;;0634;870;436;434;;13;421;50.11;49.89;;;1.49;3.0;48.39;97.0
2008_muni_t2;69143_0001;69;Rhone;;;69143;Neuville-Sur-Saône;;;0001;950;390;560;;18;542;41.05;58.95;;;1.89;3.21;57.05;96.79
2008_muni_t2;69143_0002;69;Rhone;;;69143;Neuville-Sur-Saône;;;0002;807;362;445;;17;428;44.86;55.14;;;2.11;3.82;53.04;96.18
2008_muni_t2;69143_0003;69;Rhone;;;69143;Neuville-Sur-Saône;;;0003;756;368;388;;10;378;48.68;51.32;;;1.32;2.58;50.0;97.42
2008_muni_t2;69143_0004;69;Rhone;;;69143;Neuville-Sur-Saône;;;0004;801;325;476;;15;461;40.57;59.43;;;1.87;3.15;57.55;96.85
2008_muni_t2;69143_0005;69;Rhone;;;69143;Neuville-Sur-Saône;;;0005;882;351;531;;18;513;39.8;60.2;;;2.04;3.39;58.16;96.61
2008_muni_t2;69191_0001;69;Rhone;;;69191;Saint-Cyr-Au-Mont-D'Or;;;0001;1045;419;626;;7;619;40.1;59.9;;;0.67;1.12;59.23;98.88
2008_muni_t2;69191_0002;69;Rhone;;;69191;Saint-Cyr-Au-Mont-D'Or;;;0002;988;365;623;;8;615;36.94;63.06;;;0.81;1.28;62.25;98.72
2008_muni_t2;69191_0003;69;Rhone;;;69191;Saint-Cyr-Au-Mont-D'Or;;;0003;980;403;577;;12;565;41.12;58.88;;;1.22;2.08;57.65;97.92
2008_muni_t2;69191_0004;69;Rhone;;;69191;Saint-Cyr-Au-Mont-D'Or;;;0004;1066;423;643;;9;634;39.68;60.32;;;0.84;1.4;59.47;98.6
